,Task 1,Task 2,Task 3
Task 1,90.73593073593074,8.571428571428571,0.6926406926406926
Task 2,28.744588744588746,68.3982683982684,2.857142857142857
Task 3,12.207792207792208,3.896103896103896,83.8961038961039
