,Class 0,Class 1,Class 2
Class 0,29.6969696969697,60.34632034632035,9.956709956709958
Class 1,32.20779220779221,60.34632034632035,7.445887445887446
Class 2,6.493506493506493,8.311688311688311,85.19480519480518
