,Class 0,Class 1,Class 2
Class 0,44.935064935064936,51.42857142857142,3.6363636363636362
Class 1,44.935064935064936,52.81385281385281,2.2510822510822512
Class 2,7.965367965367966,5.800865800865801,86.23376623376623
