,Class 0,Class 1,Class 2
Class 0,42.33766233766234,46.926406926406926,10.735930735930737
Class 1,42.59740259740259,45.45454545454545,11.948051948051948
Class 2,7.705627705627706,13.073593073593074,79.22077922077922
