,Task 1,Task 2,Task 3,Task 4
Task 1,99.67845659163987,0.3215434083601286,0.0,0.0
Task 2,0.30864197530864196,99.38271604938271,0.30864197530864196,0.0
Task 3,0.31746031746031744,0.9523809523809524,97.77777777777777,0.9523809523809524
Task 4,0.0,0.3144654088050315,0.628930817610063,99.05660377358491
