,Task 1,Task 2,Task 3
Task 1,71.6017316017316,8.658008658008658,19.74025974025974
Task 2,14.71861471861472,65.54112554112554,19.74025974025974
Task 3,0.08658008658008658,0.0,99.91341991341992
