,Class 0,Class 1,Class 2
Class 0,47.878787878787875,41.03896103896104,11.082251082251082
Class 1,43.290043290043286,45.02164502164502,11.688311688311687
Class 2,15.324675324675324,10.562770562770563,74.11255411255411
