,Class 0,Class 1,Class 2
Class 0,33.073593073593074,31.16883116883117,35.75757575757576
Class 1,33.16017316017316,31.68831168831169,35.15151515151515
Class 2,1.2121212121212122,1.9913419913419914,96.7965367965368
