,Task 1,Task 2,Task 3
Task 1,51.25541125541125,36.96969696969697,11.774891774891776
Task 2,15.151515151515152,73.50649350649351,11.341991341991342
Task 3,0.3463203463203463,0.6926406926406926,98.96103896103897
