,Class 0,Class 1,Class 2
Class 0,22.51264755480607,19.898819561551434,57.58853288364249
Class 1,21.163575042158516,21.33220910623946,57.50421585160203
Class 2,0.08431703204047217,0.08431703204047217,99.83136593591905
