,Task 1,Task 2,Task 3
Task 1,40.21922428330523,1.0118043844856661,58.768971332209105
Task 2,17.622259696458684,22.849915682967957,59.527824620573355
Task 3,0.7588532883642496,0.0,99.24114671163575
