,Class 0,Class 1,Class 2
Class 0,45.952782462057336,20.236087689713322,33.81112984822934
Class 1,44.68802698145025,20.15177065767285,35.160202360876895
Class 2,1.3490725126475547,0.0,98.65092748735245
