,Task 1,Task 2,Task 3
Task 1,81.02866779089376,18.97133220910624,0.0
Task 2,15.935919055649242,83.97976391231029,0.08431703204047217
Task 3,0.08431703204047217,0.08431703204047217,99.83136593591905
