,Class 0,Class 1,Class 2
Class 0,17.03204047217538,35.07588532883643,47.89207419898819
Class 1,18.21247892074199,34.654300168634066,47.13322091062395
Class 2,2.4451939291736933,5.143338954468803,92.4114671163575
