,Class 0,Class 1,Class 2
Class 0,65.43001686340641,20.741989881956155,13.827993254637436
Class 1,65.7672849915683,19.561551433389546,14.67116357504216
Class 2,14.080944350758854,2.360876897133221,83.55817875210792
