,Class 0,Class 1,Class 2
Class 0,20.9106239460371,65.09274873524453,13.99662731871838
Class 1,16.947723440134908,67.36930860033726,15.682967959527824
Class 2,6.492411467116358,25.632377740303543,67.8752107925801
