,Class 0,Class 1,Class 2
Class 0,64.50252951096121,22.681281618887013,12.816188870151771
Class 1,65.09274873524453,21.33220910623946,13.575042158516021
Class 2,33.473861720067454,10.792580101180437,55.733558178752105
