,Class 0,Class 1,Class 2
Class 0,14.333895446880272,16.441821247892076,69.22428330522766
Class 1,14.418212478920742,15.345699831365936,70.23608768971332
Class 2,2.360876897133221,1.5177065767284992,96.12141652613828
