,Task 1,Task 2,Task 3
Task 1,82.1247892074199,17.706576728499158,0.16863406408094433
Task 2,50.16863406408094,49.747048903878586,0.08431703204047217
Task 3,50.337268128161895,32.1247892074199,17.537942664418214
