,Task 1,Task 2,Task 3
Task 1,51.433389544688026,47.97639123102867,0.5902192242833052
Task 2,32.88364249578415,66.69477234401349,0.42158516020236086
Task 3,15.682967959527824,28.583473861720066,55.733558178752105
