,Class 0,Class 1,Class 2
Class 0,57.335581787521086,42.32715008431703,0.33726812816188867
Class 1,53.709949409780776,46.12141652613828,0.16863406408094433
Class 2,0.0,0.08431703204047217,99.91568296795953
