,Class 0,Class 1,Class 2
Class 0,63.06913996627319,33.726812816188875,3.204047217537943
Class 1,63.6593591905565,32.54637436762226,3.794266441821248
Class 2,49.0725126475548,23.77740303541315,27.150084317032043
