,Class 0,Class 1,Class 2
Class 0,61.2141652613828,26.812816188870155,11.973018549747048
Class 1,60.96121416526138,27.40303541315346,11.63575042158516
Class 2,37.18381112984823,19.30860033726813,43.50758853288364
