,Class 0,Class 1,Class 2
Class 0,24.620573355817875,22.17537942664418,53.20404721753794
Class 1,23.77740303541315,24.283305227655987,51.93929173693086
Class 2,1.93929173693086,2.1922428330522767,95.86846543001685
