,Class 0,Class 1,Class 2
Class 0,20.15177065767285,31.618887015177066,48.22934232715008
Class 1,22.849915682967957,30.522765598650924,46.62731871838111
Class 2,7.75716694772344,13.490725126475548,78.75210792580101
