,Class 0,Class 1,Class 2
Class 0,40.17316017316017,36.96969696969697,22.857142857142858
Class 1,40.086580086580085,37.489177489177486,22.424242424242426
Class 2,26.75324675324675,21.298701298701296,51.94805194805194
