,Class 0,Class 1,Class 2
Class 0,20.82630691399663,73.86172006745363,5.311973018549747
Class 1,19.81450252951096,76.0539629005059,4.1315345699831365
Class 2,8.010118043844857,32.377740303541316,59.61214165261383
