,Class 0,Class 1,Class 2
Class 0,21.838111298482293,75.21079258010118,2.951096121416526
Class 1,21.163575042158516,75.37942664418212,3.456998313659359
Class 2,17.200674536256326,38.785834738617204,44.01349072512647
