,Class 0,Class 1,Class 2
Class 0,34.56998313659359,47.217537942664414,18.21247892074199
Class 1,39.12310286677909,44.51939291736931,16.357504215851602
Class 2,19.224283305227654,28.161888701517707,52.61382799325464
