,Class 0,Class 1,Class 2
Class 0,52.78246205733558,46.711635750421586,0.5059021922428331
Class 1,55.564924114671165,44.266441821247895,0.16863406408094433
Class 2,33.305227655986506,44.35075885328836,22.344013490725125
