,Class 0,Class 1,Class 2
Class 0,52.951096121416526,45.531197301854974,1.5177065767284992
Class 1,49.4097807757167,49.156829679595276,1.433389544688027
Class 2,13.659359190556492,12.900505902192243,73.44013490725126
