,Class 0,Class 1,Class 2
Class 0,49.66273187183811,46.880269814502526,3.456998313659359
Class 1,51.34907251264755,45.61551433389545,3.0354131534569984
Class 2,15.008431703204048,15.767284991568298,69.22428330522766
