,Class 0,Class 1,Class 2
Class 0,23.102866779089375,76.72849915682967,0.16863406408094433
Class 1,25.21079258010118,74.28330522765599,0.5059021922428331
Class 2,0.5059021922428331,3.456998313659359,96.03709949409782
