,Class 0,Class 1,Class 2
Class 0,31.197301854974707,41.31534569983137,27.48735244519393
Class 1,31.281618887015178,41.48397976391231,27.234401349072513
Class 2,0.25295109612141653,0.5059021922428331,99.24114671163575
