,Class 0,Class 1,Class 2
Class 0,47.63912310286678,32.377740303541316,19.983136593591905
Class 1,50.084317032040474,29.932546374367625,19.983136593591905
Class 2,0.08431703204047217,0.0,99.91568296795953
